,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,list
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,Alfred67686158
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,chiefmunya1
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,freemanchari
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,nustzim
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,TNHZ_Trust
1629,1404519931434213384,1404491409760137218,2021-06-15 02:23:41 SE Asia Standard Time,2021-06-15,02:23:41,700,382086176,niggyotis,******,,@tee_marve @MutasaTsungai @cazawaty @RaisedonB @BeneButo @Alfred67686158 @chiefmunya1 @freemanchari @nustzim @TNHZ_Trust @CurateByo May his soul rest in peace.,en,[],[],[],0,0,2,[],[],https://twitter.com/niggyotis/status/1404519931434213384,False,,0,,,,,,,,"{'screen_name': 'tee_marve', 'name': 'The Queen of BaTonga aTonga (Marve Tee Official)', 'id': '1309103890110046208'}, {'screen_name': 'MutasaTsungai', 'name': 'Tsungai Mutasa', 'id': '1302583357180649472'}, {'screen_name': 'cazawaty', 'name': 'Cazawaty#Zanumustgo #SKILLEDREBARA', 'id': '842861586'}, {'screen_name': 'RaisedonB', 'name': 'Raisedon Baya', 'id': '2843945751'}, {'screen_name': 'BeneButo', 'name': 'Njangula', 'id': '1039952670340132864'}, {'screen_name': 'Alfred67686158', 'name': 'Comrade Attack Mabhunu', 'id': '1166841751719464966'}, {'screen_name': 'chiefmunya1', 'name': 'Chief Munya Makoni', 'id': '1258414284033400838'}, {'screen_name': 'freemanchari', 'name': 'Freeman', 'id': '45376029'}, {'screen_name': 'nustzim', 'name': 'NUST ZIM', 'id': '449060355'}, {'screen_name': 'TNHZ_Trust', 'name': 'The Noble Hands Zimbabwe Trust', 'id': '1235125760593219590'}, {'screen_name': 'CurateByo', 'name': 'Curate Bulawayo | Brintz', 'id': '94575153'}]",,,,,CurateByo
1630,1404519871212363781,1404495671550377987,2021-06-15 02:23:26 SE Asia Standard Time,2021-06-15,02:23:26,700,2847947369,artursepp,"Artur Sepp, Quant Strats",,@egfalken May he rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/ArturSepp/status/1404519871212363781,False,,0,,,,,,,,"{'screen_name': 'egfalken', 'name': 'Eric Falkenstein', 'id': '54303382'}]",,,,,egfalken
1632,1404519842040975363,1404394524311425025,2021-06-15 02:23:19 SE Asia Standard Time,2021-06-15,02:23:19,700,66839824,kjpburns,Kevin Burns,,@NewHavenFire Rest In Peace Chief,en,[],[],[],0,0,0,[],[],https://twitter.com/KJPBurns/status/1404519842040975363,False,,0,,,,,,,,"{'screen_name': 'NewHavenFire', 'name': 'New Haven Fire', 'id': '1487871164'}]",,,,,NewHavenFire
1633,1404519820649971716,1404517747069911044,2021-06-15 02:23:14 SE Asia Standard Time,2021-06-15,02:23:14,700,1219012224062316550,myidentityispak,My Identity is Pakistan,,"@haaretzcom Qasim saw that, in the name of making peace in the world, anti-islamic forces will wage war and destroy Muslim countries. These forces will have powerful modern weaponry. The rest of the world will be blinded from the truth. More at  https://t.co/6JJfg19gmm  https://t.co/U1utCU9sZ0",en,[],['http://DivineDreams.co'],['https://pbs.twimg.com/media/E33bU2WWYAEiIsj.jpg'],0,0,0,[],[],https://twitter.com/Myidentityispak/status/1404519820649971716,False,,1,https://pbs.twimg.com/media/E33bU2WWYAEiIsj.jpg,,,,,,,"{'screen_name': 'haaretzcom', 'name': 'Haaretz.com', 'id': '24506246'}]",,,,,haaretzcom
1635,1404519784062980098,1404434388822097920,2021-06-15 02:23:05 SE Asia Standard Time,2021-06-15,02:23:05,700,733174699207708672,sunaina224ever,𝐀𝐑𝐌𝐀𝐀𝐍'𝐒 ECHO for 𝐍𝐔𝐓𝐄𝐋𝐋𝐀 💋,,@ArmaanMalik22 He will be forever missed and I'm sure he's looking down and knowing how much he is loved. I still need to watch his movies. I've watched only 2:  MS Dhoni and Chichore. Rest in peace Sushant. 🙏🏼,en,[],[],[],0,0,0,[],[],https://twitter.com/Sunaina224ever/status/1404519784062980098,False,,0,,,,,,,,"{'screen_name': 'ArmaanMalik22', 'name': 'ARMAAN MALIK', 'id': '298917410'}]",,,,,ArmaanMalik22
1637,1404519759870414850,1404508939199205376,2021-06-15 02:23:00 SE Asia Standard Time,2021-06-15,02:23:00,700,1404039028178145280,gitungati2,Executive Outcomes,,@NationAfrica May he and the hundreds of Kenyans who also passed on today rest in peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/Gitungati2/status/1404519759870414850,False,,0,,,,,,,,"{'screen_name': 'NationAfrica', 'name': 'Nation Africa', 'id': '25979455'}]",,,,,NationAfrica
1638,1404519755437035521,1404506585645395981,2021-06-15 02:22:59 SE Asia Standard Time,2021-06-15,02:22:59,700,1375157672249540617,banjo0fficial,Banjo,,@Kuame_Oliver Rest in peace. I'm so sorry for your loss. 😔🙏,en,[],[],[],1,0,1,[],[],https://twitter.com/Banjo0fficial/status/1404519755437035521,False,,0,,,,,,,,"{'screen_name': 'Kuame_Oliver', 'name': 'Kuame Oliver 💕', 'id': '1334560999932911619'}]",,,,,Kuame_Oliver
1639,1404519735572762626,1404067278803509257,2021-06-15 02:22:54 SE Asia Standard Time,2021-06-15,02:22:54,700,1397475345994035200,stratma28497896,Stratman,,@RockNRollPics Most people  wouldn't  listen  to the blues if it weren't  for EC. Rest in peace  BB,en,[],[],[],0,0,0,[],[],https://twitter.com/Stratma28497896/status/1404519735572762626,False,,0,,,,,,,,"{'screen_name': 'RockNRollPics', 'name': 'Rock N Roll Pictures', 'id': '2736335258'}]",,,,,RockNRollPics
1640,1404519731999260678,1404135270631546881,2021-06-15 02:22:53 SE Asia Standard Time,2021-06-15,02:22:53,700,222640718,anelcabrera,Paula Cabrera,,@matteolambe Rest In Peace Professor Di Leo 🙏🙏🙏🙏,it,[],[],[],0,0,2,[],[],https://twitter.com/anelcabrera/status/1404519731999260678,False,,0,,,,,,,,"{'screen_name': 'matteolambe', 'name': 'Matteo Lambertini, MD PhD', 'id': '1018433222'}]",,,,,matteolambe
1643,1404519670737219584,1404187884136153089,2021-06-15 02:22:38 SE Asia Standard Time,2021-06-15,02:22:38,700,1342902423006957569,rourealr,R🇰🇼🇵🇸𓂆,,@_SJPeace_ heartbreaking💔!!!!!! may her soul rest in peace❤️,en,[],[],[],0,0,0,[],[],https://twitter.com/rourealr/status/1404519670737219584,False,,0,,,,,,,,"{'screen_name': '_SJPeace_', 'name': 'StanceGrounded', 'id': '716432228'}]",,,,,_SJPeace_
1644,1404519612331528201,1404432168387059725,2021-06-15 02:22:24 SE Asia Standard Time,2021-06-15,02:22:24,700,743924536043802624,am__mumbi,Am_mumbi🇰🇪,,@Dopisticated @Kianangih U can't rest in peace uku Kenya kidogo kidogo ukisimp ai😭,en,[],[],[],0,0,2,[],[],https://twitter.com/am__mumbi/status/1404519612331528201,False,,0,,,,,,,,"{'screen_name': 'Dopisticated', 'name': '🏆', 'id': '985785778113536000'}, {'screen_name': 'Kianangih', 'name': 'Timoshenko', 'id': '365487755'}]",,,,,Dopisticated
1644,1404519612331528201,1404432168387059725,2021-06-15 02:22:24 SE Asia Standard Time,2021-06-15,02:22:24,700,743924536043802624,am__mumbi,Am_mumbi🇰🇪,,@Dopisticated @Kianangih U can't rest in peace uku Kenya kidogo kidogo ukisimp ai😭,en,[],[],[],0,0,2,[],[],https://twitter.com/am__mumbi/status/1404519612331528201,False,,0,,,,,,,,"{'screen_name': 'Dopisticated', 'name': '🏆', 'id': '985785778113536000'}, {'screen_name': 'Kianangih', 'name': 'Timoshenko', 'id': '365487755'}]",,,,,Kianangih
1645,1404519535357710339,1404517831719403520,2021-06-15 02:22:06 SE Asia Standard Time,2021-06-15,02:22:06,700,516610140,aliza_pearl,Gir’amata 💫,,@DrOtileUg May their souls Rest In Peace. I see my village mate Dr Hits.,en,[],[],[],1,0,2,[],[],https://twitter.com/aliza_pearl/status/1404519535357710339,False,,0,,,,,,,,"{'screen_name': 'DrOtileUg', 'name': 'Jacob Otile M.D', 'id': '2811836474'}]",,,,,DrOtileUg
1646,1404519526239252483,1404499735365423105,2021-06-15 02:22:04 SE Asia Standard Time,2021-06-15,02:22:04,700,2739042010,griffimo,rest in peace werewolf in an outhouse,,@LaverneusDingle You'll know if it's the right kind of show for you pretty quickly,en,[],[],[],1,0,0,[],[],https://twitter.com/griffimo/status/1404519526239252483,False,,0,,,,,,,,"{'screen_name': 'LaverneusDingle', 'name': 'Bryan Frye', 'id': '1612897189'}]",,,,,LaverneusDingle
1648,1404519497231474692,1404210582803255298,2021-06-15 02:21:57 SE Asia Standard Time,2021-06-15,02:21:57,700,1220420558350946304,murrayofirelan2,Murray Of Ireland,,@missycora1 Rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/MurrayOfIrelan2/status/1404519497231474692,False,,0,,,,,,,,"{'screen_name': 'missycora1', 'name': 'Cora the Beagle🌈', 'id': '3247302264'}]",,,,,missycora1
1649,1404519470056591371,1403852663675097091,2021-06-15 02:21:51 SE Asia Standard Time,2021-06-15,02:21:51,700,849366814547202052,gemjims,riri ❂ ⁷🧈 | ✍🏾au in progress✍🏾,,"@ireland_wolfe @thexcherise exactly, she needs to let her baby brother rest in peace, it’s sad he’s not here anymore, but she can’t have a son to take his place and fill the void in her heart, she needs to heal properly",en,[],[],[],0,0,2,[],[],https://twitter.com/GEMJIMS/status/1404519470056591371,False,,0,,,,,,,,"{'screen_name': 'ireland_wolfe', 'name': 'ireland⭐️', 'id': '1282804556678782976'}, {'screen_name': 'thexcherise', 'name': 'bri', 'id': '1373383357'}]",,,,,ireland_wolfe
1649,1404519470056591371,1403852663675097091,2021-06-15 02:21:51 SE Asia Standard Time,2021-06-15,02:21:51,700,849366814547202052,gemjims,riri ❂ ⁷🧈 | ✍🏾au in progress✍🏾,,"@ireland_wolfe @thexcherise exactly, she needs to let her baby brother rest in peace, it’s sad he’s not here anymore, but she can’t have a son to take his place and fill the void in her heart, she needs to heal properly",en,[],[],[],0,0,2,[],[],https://twitter.com/GEMJIMS/status/1404519470056591371,False,,0,,,,,,,,"{'screen_name': 'ireland_wolfe', 'name': 'ireland⭐️', 'id': '1282804556678782976'}, {'screen_name': 'thexcherise', 'name': 'bri', 'id': '1373383357'}]",,,,,thexcherise
1651,1404519439371014147,1404519011258449926,2021-06-15 02:21:43 SE Asia Standard Time,2021-06-15,02:21:43,700,1247181260671332352,yuripetuh,⍰ 𝚠𝚑𝚢 ⍰ rest in peace,,@_dl_sun Ухты удачи я буду молиться за тебя🌻🌻🌻,ru,[],[],[],1,0,1,[],[],https://twitter.com/YuriPetuh/status/1404519439371014147,False,,0,,,,,,,,"{'screen_name': '_dl_sun', 'name': 'юнги-чонсексуал| мини рест', 'id': '1134566031664582656'}]",,,,,_dl_sun
1652,1404519411193548802,1404510805593370634,2021-06-15 02:21:36 SE Asia Standard Time,2021-06-15,02:21:36,700,1198496176867180544,bambitchdoie,must defend inkigayo performers in the internet,,@66trxnt @celestialsooya @kjslevel Rest in peace i guess  https://t.co/5DDvwW9r8I,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg'],2,0,1,[],[],https://twitter.com/bambitchdoie/status/1404519411193548802,False,,1,https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg,,,,,,,"{'screen_name': '66trxnt', 'name': 'Ollie', 'id': '1146137733892644864'}, {'screen_name': 'celestialsooya', 'name': '🇵🇸', 'id': '1082367779980886016'}, {'screen_name': 'kjslevel', 'name': '💤', 'id': '1369203501037879302'}]",,,,,66trxnt
1652,1404519411193548802,1404510805593370634,2021-06-15 02:21:36 SE Asia Standard Time,2021-06-15,02:21:36,700,1198496176867180544,bambitchdoie,must defend inkigayo performers in the internet,,@66trxnt @celestialsooya @kjslevel Rest in peace i guess  https://t.co/5DDvwW9r8I,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg'],2,0,1,[],[],https://twitter.com/bambitchdoie/status/1404519411193548802,False,,1,https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg,,,,,,,"{'screen_name': '66trxnt', 'name': 'Ollie', 'id': '1146137733892644864'}, {'screen_name': 'celestialsooya', 'name': '🇵🇸', 'id': '1082367779980886016'}, {'screen_name': 'kjslevel', 'name': '💤', 'id': '1369203501037879302'}]",,,,,celestialsooya
1652,1404519411193548802,1404510805593370634,2021-06-15 02:21:36 SE Asia Standard Time,2021-06-15,02:21:36,700,1198496176867180544,bambitchdoie,must defend inkigayo performers in the internet,,@66trxnt @celestialsooya @kjslevel Rest in peace i guess  https://t.co/5DDvwW9r8I,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg'],2,0,1,[],[],https://twitter.com/bambitchdoie/status/1404519411193548802,False,,1,https://pbs.twimg.com/tweet_video_thumb/E33a6gkVcAEfZzP.jpg,,,,,,,"{'screen_name': '66trxnt', 'name': 'Ollie', 'id': '1146137733892644864'}, {'screen_name': 'celestialsooya', 'name': '🇵🇸', 'id': '1082367779980886016'}, {'screen_name': 'kjslevel', 'name': '💤', 'id': '1369203501037879302'}]",,,,,kjslevel
1653,1404519217748230148,1404461534504386560,2021-06-15 02:20:50 SE Asia Standard Time,2021-06-15,02:20:50,700,1276616306419281921,sunnndraws,Sun,,@EndeavorsAnims may ur pc rest in peace,en,[],[],[],0,0,1,[],[],https://twitter.com/SunnnDraws/status/1404519217748230148,False,,0,,,,,,,,"{'screen_name': 'EndeavorsAnims', 'name': 'Endeavors.', 'id': '985946214846808064'}]",,,,,EndeavorsAnims
1656,1404519190233587713,1404350245803278336,2021-06-15 02:20:44 SE Asia Standard Time,2021-06-15,02:20:44,700,1229310012,hangwanewt,Chilli Hangwane ,,"@Abramjee So saddening, may their souls rest in peace.",en,[],[],[],0,0,0,[],[],https://twitter.com/hangwanewt/status/1404519190233587713,False,,0,,,,,,,,"{'screen_name': 'Abramjee', 'name': 'Yusuf Abramjee', 'id': '174365756'}]",,,,,Abramjee
1657,1404519150236676101,1404478759596613635,2021-06-15 02:20:34 SE Asia Standard Time,2021-06-15,02:20:34,700,2245064159,ketch_pius,Ketch Pius,,@K24Tv @TheODMparty Sad day for us. Rest In Peace Otada,en,[],[],[],0,0,0,[],[],https://twitter.com/ketch_pius/status/1404519150236676101,False,,0,,,,,,,,"{'screen_name': 'K24Tv', 'name': 'K24 TV', 'id': '20087934'}, {'screen_name': 'TheODMparty', 'name': 'The ODM Party', 'id': '817259084'}]",,,,,K24Tv
1657,1404519150236676101,1404478759596613635,2021-06-15 02:20:34 SE Asia Standard Time,2021-06-15,02:20:34,700,2245064159,ketch_pius,Ketch Pius,,@K24Tv @TheODMparty Sad day for us. Rest In Peace Otada,en,[],[],[],0,0,0,[],[],https://twitter.com/ketch_pius/status/1404519150236676101,False,,0,,,,,,,,"{'screen_name': 'K24Tv', 'name': 'K24 TV', 'id': '20087934'}, {'screen_name': 'TheODMparty', 'name': 'The ODM Party', 'id': '817259084'}]",,,,,TheODMparty
1658,1404518914621575168,1404473689731698688,2021-06-15 02:19:38 SE Asia Standard Time,2021-06-15,02:19:38,700,1387818634085642243,willtosht,WillTosh Tonny,,"@AnyangNyongo This is a big shock to loss Hnr.J.Midiwo like that may his soul rest in internal peace,poleni sana familia ya mheshimiwa,God is in control",en,[],[],[],0,0,0,[],[],https://twitter.com/WilltoshT/status/1404518914621575168,False,,0,,,,,,,,"{'screen_name': 'AnyangNyongo', 'name': ""Gov. Anyang' Nyong'o"", 'id': '291827480'}]",,,,,AnyangNyongo
1659,1404518903720591370,1404491392102154240,2021-06-15 02:19:36 SE Asia Standard Time,2021-06-15,02:19:36,700,63765280,lizzyt1206,Ursula The Sea Witch 💜,,@KTSMtv May he Rest In Peace 😞,en,[],[],[],0,0,0,[],[],https://twitter.com/lizzyt1206/status/1404518903720591370,False,,0,,,,,,,,"{'screen_name': 'KTSMtv', 'name': 'KTSM 9 News', 'id': '38469386'}]",,,,,KTSMtv
1661,1404518818320240641,1404275815156793345,2021-06-15 02:19:15 SE Asia Standard Time,2021-06-15,02:19:15,700,74643774,timethief1,timethief,,"@AllisonRFloyd Let the godly men and Untattood, debt free virgins have each other and leave the rest of us in peace.",en,[],[],[],0,0,0,[],[],https://twitter.com/timethief1/status/1404518818320240641,False,,0,,,,,,,,"{'screen_name': 'AllisonRFloyd', 'name': 'Allison Floyd', 'id': '2852075027'}]",,,,,AllisonRFloyd
1662,1404518777174343688,1404474677913866242,2021-06-15 02:19:05 SE Asia Standard Time,2021-06-15,02:19:05,700,4874787935,yator254,laban,,"@Belive_Kinuthia I used to enjoy his debates in AM live,Rest in peace midiwo.",en,[],[],[],0,0,0,[],[],https://twitter.com/yator254/status/1404518777174343688,False,,0,,,,,,,,"{'screen_name': 'Belive_Kinuthia', 'name': 'Mr. Kinuthia Pius.', 'id': '1328853859'}]",,,,,Belive_Kinuthia
1663,1404518680009101315,1397645697684492288,2021-06-15 02:18:42 SE Asia Standard Time,2021-06-15,02:18:42,700,1014209384614912001,jar_of_kookies,you're my penicillium⁷ ∞ 🧡🇵🇸,,@KTHDIOR95 I'm so sorry for your loss. May his soul rest in peace. May Allah grsnt him maghfirat and grant him high rank in Jannat-ul-Firdous. Ameen. I have recited Surah Fatiha for him. I hope you're okay. I will be praying for you and your family. Stay strong. Sending you hugs.💜,en,[],[],[],0,0,0,[],[],https://twitter.com/jar_of_kookies/status/1404518680009101315,False,,0,,,,,,,,"{'screen_name': 'KTHDIOR95', 'name': '💔🙏', 'id': '1182672814144397313'}]",,,,,KTHDIOR95
1665,1404518511062421510,1404517831719403520,2021-06-15 02:18:02 SE Asia Standard Time,2021-06-15,02:18:02,700,1083272545367928833,najjembacather3,Najjemba Catherine,,@DrOtileUg May their souls rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/Najjembacather3/status/1404518511062421510,False,,0,,,,,,,,"{'screen_name': 'DrOtileUg', 'name': 'Jacob Otile M.D', 'id': '2811836474'}]",,,,,DrOtileUg
1666,1404518485640814604,1404471674620321796,2021-06-15 02:17:56 SE Asia Standard Time,2021-06-15,02:17:56,700,1388588734854144006,shatta58549062,Dj shatta wan,,@PulseGhana May his soul rest in perfect peace,en,[],[],[],0,0,0,[],[],https://twitter.com/shatta58549062/status/1404518485640814604,False,,0,,,,,,,,"{'screen_name': 'PulseGhana', 'name': 'Pulse Ghana', 'id': '2463511302'}]",,,,,PulseGhana
1669,1404518436185821186,1404311180957687809,2021-06-15 02:17:44 SE Asia Standard Time,2021-06-15,02:17:44,700,1011655647669227520,aimkorir,~Elsa Cheru🇰🇪💧,,@CKirubi Rest In peace cris,en,[],[],[],0,0,0,[],[],https://twitter.com/AimKorir/status/1404518436185821186,False,,0,,,,,,,,"{'screen_name': 'CKirubi', 'name': 'Chris Kirubi', 'id': '39520708'}]",,,,,CKirubi
1670,1404518426094280704,1404511806639464450,2021-06-15 02:17:42 SE Asia Standard Time,2021-06-15,02:17:42,700,854362098704502784,itsjacksonke,JacksonKE™🇰🇪,,@MPyusufhassan May His Soul rest in peace,en,[],[],[],0,0,1,[],[],https://twitter.com/ItsJacksonKE/status/1404518426094280704,False,,0,,,,,,,,"{'screen_name': 'MPyusufhassan', 'name': 'Yusuf Hassan', 'id': '499506150'}]",,,,,MPyusufhassan
1671,1404518390836965380,1404311180957687809,2021-06-15 02:17:33 SE Asia Standard Time,2021-06-15,02:17:33,700,779711338369130496,muriithi_kenya,Muriithi Mwaniki,,"@CKirubi Very Sad to lose you Dr. Chris. Rest in eternal peace. For the times i have gone through your tweets at #AskKirubi, i have learnt alot. It gonna take a while to let it sink but fare thee well, Sir.",en,[],[],[],0,0,0,['askkirubi'],[],https://twitter.com/Muriithi_Kenya/status/1404518390836965380,False,,0,,,,,,,,"{'screen_name': 'CKirubi', 'name': 'Chris Kirubi', 'id': '39520708'}]",,,,,CKirubi
